node_num,node_id,concept_type,name,tier,created_at,first_seen_batch,last_seen_batch,profile_id
2376,concept_quote_7210e75775f7,Quote,"""Army Buddies"" quote",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2377,concept_quote_8b46b947177f,Quote,"""Everyone who goes through an earthquake tells a different story"" quote",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2378,concept_project_131b8499d54c,Project,"Get Back sessions",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2379,concept_concept_5c2ff70cd5f5,Concept,"Olympia Press book reference",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2380,concept_concept_782a18e428f9,Concept,"Fan nostalgia and emotional response",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2381,concept_example_ebd9b78fdae3,Example,"Paul’s signature ""Paul Ramon""",3,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2382,concept_insight_910fab2e698d,Insight,"""John and I were really Army Buddies. That’s what it was like really. I realize now we never got to ",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2383,concept_insight_fb3a899cd95e,Insight,"""Everyone who goes through an earthquake tells a different story and they’re all true.""",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2384,concept_insight_4cc10bc4c486,Insight,"Paul’s letter ends with a hopeful note: ""P.S. If you’re patient, in about 20 years, I will fill my l",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2385,concept_insight_2a6dcd0dc51d,Insight,"Commenters note the rawness of Paul’s 1981 Hunter Davies rant as a rare unfiltered glimpse into his ",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
2386,concept_insight_ac1011b7015f,Insight,"The signature ""Signed, Paul Ramon"" hints at Paul’s playful or protective use of a pseudonym in fan c",4,"2026-04-08 11:51:34",groq_batch_2r_outputs.normalized,groq_batch_2r_outputs.normalized,
